Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Hucke, A.T.S.; Menegaz, M.N.; Isidoro, J.M.G.P.; de Oliveira Tiezzi, R.O.","Hucke, André Teixeira da Silva (59173658700); Menegaz, Mateus Nardini (57323034900); Isidoro, Jorge M.G.P. (55250130500); de Oliveira Tiezzi, Rafael (57192687004)",59173658700; 57323034900; 55250130500; 57192687004,"Assessment of climate change impacts on rainfall and streamflow in the Alto Paranapanema Basin, Brazil",2024,Journal of Water and Climate Change,15,5,,2110,2126,2,10.2166/wcc.2024.549,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196054251&doi=10.2166%2Fwcc.2024.549&partnerID=40&md5=58dcfd4af4b5dc586e8bbfa3f1a3220f,"Climate change has the potential to fundamentally transform landscapes on global scale. Leveraging advanced predictive modeling to enhance water resource management within the Alto Paranapanema Basin (Brazil), holds the potential to proactively anticipate challenges and alleviate the impacts and conflicts arising from this phenomenon. This is particularly important in a region boasting over 1,600 centerpi-vot irrigation systems. This study employs the Soil Moisture Accounting Procedure, a physical model, to simulate long-term climate datasets and flows. Future climate scenarios, rooted in the Representative Concentration Pathways, are developed through the downscaling of Global Climate Models. The findings reveal a temporal shift in rainfall patterns, characterized by a reduction during the wet season of up to 40% compared to the average historical rainfall, and an increase throughout the dry season up to 40% compared to the same historical, estimated by the Eta-BESM model. These changes present challenges regarding to water availability, hydroelectric generation, and agricultural. By fostering collaboration among different governmental entities responsible for the managements of basins and harnessing the potential of predictive models, this research advocates for the adoption of proactive strategies in management of water resources. These strategies are imperative to effectively counteract the far-reaching effects of climate change. © 2024 The Authors.",Alto Paranapanema; climate change; Soil Moisture Accounting Procedure (SMAP); streamflow; water resources,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85196054251
