Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Martin, J.B.; Alderson, H.E.; Gore, J.C.; Does, M.D.; Harkins, K.D.","Martin, Jonathan B. (57613540200); Alderson, Hannah E. (59772836500); Gore, John C. (7202242633); Does, Mark D. (7003754525); Harkins, Kevin D. (24512293000)",57613540200; 59772836500; 7202242633; 7003754525; 24512293000,Modeling the MRI gradient system with a temporal convolutional network: Improved reconstruction by prediction of readout gradient errors,2026,Magnetic Resonance in Medicine,95,1,,286,298,2,10.1002/mrm.70044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013664138&doi=10.1002%2Fmrm.70044&partnerID=40&md5=46a1827f4b288f7a409faf1649ebbee7,"Purpose: Our objective is to develop a general, nonlinear gradient system model that can accurately predict gradient distortions using convolutional networks. Methods: A set of training gradient waveforms were measured on a small animal imaging system and used to train a temporal convolutional network to predict the gradient waveforms produced by the imaging system. Results: The trained network was able to accurately predict nonlinear distortions produced by the gradient system. Network prediction of gradient waveforms was incorporated into the image reconstruction pipeline and provided improvements in image quality and diffusion parameter mapping compared to both the nominal gradient waveform and the gradient impulse response function. Conclusion: Temporal convolutional networks can more accurately model gradient system behavior than existing linear methods and may be used to retrospectively correct gradient errors. © 2025 The Author(s). Magnetic Resonance in Medicine published by Wiley Periodicals LLC on behalf of International Society for Magnetic Resonance in Medicine.",deep learning; diffusion MRI; gradient correction; image reconstruction; machine learning; noncartesian trajectory; temporal convolutional network; time series forecasting,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105013664138
"Martin, J.B.; Sappo, C.R.; Hardy, B.M.; Grissom, W.A.","Martin, Jonathan B. (57613540200); Sappo, Charlotte R. (57196261544); Hardy, Benjamin M. (57211951776); Grissom, William A. (14422072600)",57613540200; 57196261544; 57211951776; 14422072600,A Minibatch Alternating Projections Algorithm for Robust and Efficient Magnitude Least-Squares RF Pulse Design in MRI,2025,IEEE Transactions on Medical Imaging,44,3,,1556,1567,2,10.1109/TMI.2024.3515035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212247109&doi=10.1109%2FTMI.2024.3515035&partnerID=40&md5=6adaaf06bb267ff2381300ed0a501179,"A magnitude-least-squares radiofrequency pulse design algorithm is reported which uses interleaved exact and stochastically-generated inexact updates to escape local minima and find low-cost solutions. Inexact updates are performed using a small randomly selected minibatch of the available (Formula presented) measurements to update RF pulse weights, which perturbs the sequence of alternating projections. Applications to RF shimming, parallel transmit spokes RF pulse design, and spectral-spatial RF pulse design are considered. Numerical and simulation studies characterized the optimal minibatch size, which was found to consistently produce lower power and lower RMSE solutions across subjects, coil geometries, (Formula presented) resolutions and orientations. The method was validated in-vivo at 7 Tesla and produced improvements in image quality in a slice-by-slice RF-shimmed imaging sequence. Compared to conventional methods, the pulse design method can more robustly design RF pulses that correct for (Formula presented) inhomogeneities at ultra-high field strengths, and enable pulse designs to be completed with increased computational efficiency. © 1982-2012 IEEE.",alternating projections; Gerchberg-Saxton; high-field magnetic resonance imaging (MRI); magnitude least squares; minibatch; parallel transmission (pTx); phase retrieval; RF pulse design; RF shimming,Article,Final,,Scopus,2-s2.0-85212247109
"Martin, J.B.","Martin, Jonathan B. (57613540200)",57613540200,High-Field MRI Pulse Sequences,2025,"MRI Pulse Sequences: Physics, Methods and Clinical Applications",,,,289,299,0,10.1007/978-3-031-90554-4_14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022221409&doi=10.1007%2F978-3-031-90554-4_14&partnerID=40&md5=417651b460c70a9d00aa76f920745494,"This chapter explores the design considerations for MRI pulse sequences at high magnetic field strengths, with a particular focus on 7T systems. This chapter highlights how imaging considerations change as field strength increases. It discusses the advantages of high-field MRI, including the increased signal-to-noise ratio (SNR), improved spectral separation, and unique tissue contrasts. It also reviews the technical challenges to imaging at high field strengths such as susceptibility artifacts, RF field inhomogeneity, and increased energy deposition. © 2025 The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG.",B1+ inhomogeneity; Chemical shift; High-field MRI; Magnetic susceptibility; Relaxation time; SNR; Specific absorption rate,Book chapter,Final,,Scopus,2-s2.0-105022221409
"Srinivas, S.A.; Martin, J.B.; Vaughn, C.E.; Grissom, W.A.","Srinivas, Sai Abitha (57219639202); Martin, Jonathan B. (57613540200); Vaughn, Christopher E. (57219644862); Grissom, William A. (14422072600)",57219639202; 57613540200; 57219644862; 14422072600,"Linear Bloch–Siegert phase-encoded low-field MRI: RF coils, pulse sequence, and image reconstruction",2024,NMR in Biomedicine,37,12,e5245,,,0,10.1002/nbm.5245,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202064327&doi=10.1002%2Fnbm.5245&partnerID=40&md5=ca8ac92e0910bbdf98f7716bccdf9ff4,"Conventional (Formula presented.) gradient systems have several weaknesses including high cost and bulk. As a step towards addressing these while providing new degrees of freedom for spatial encoding and system design in Magnetic Resonance Imaging (MRI), a radio frequency (RF) gradient encoding system and pulse sequence for phase encoding using the Bloch–Siegert (BS) shift were developed. Optimized BS spatial encoding coils with bucking windings (counter-wound loops) were designed and constructed, along with compatible homogeneous imaging coils for excitation and signal reception. Two coil systems were developed: one for phantom imaging and a second for human wrist imaging. BS phase-encoded imaging and BS RF pulse simulations were performed. Pulse sequences were designed for linear stepping in k-space and implemented on a 47.5-mT scanner to image resolution phantoms in both coil setups. Reconstructions were performed using both the full (Formula presented.) -based encoding fields for each BS pulse amplitude and using inverse discrete Fourier transforms. A (Formula presented.) gradient was used for frequency encoding during signal readout, and the third axis was projected. Specific absorption ratio (SAR) calculations were performed for the wrist coil to determine the safety of BS-based RF encoding for (Formula presented.) fields in the low field MRI regime. The optimized RF spatial encoding coils resulted in higher linearity ((Formula presented.) and 0.9921 in the phantom and wrist coils, respectively) than coils used in previous work. The phantom and wrist imaging coils were validated in simulations and experimentally to produce a peak (Formula presented.) G and 0.8 G with 12-W input power, respectively, in the field-of-view (length = 11 cm) used for imaging. Nominal imaging resolutions of 5.22 and 7.21 mm were, respectively, achieved by the two-coil systems in the RF phase-encoded dimension. Coil systems, pulse sequences, and image reconstructions were developed for linear RF phase encoding using the BS shift and validated using a 47.5-mT open low field scanner, establishing a key component required for (Formula presented.) gradient-free imaging at low (Formula presented.) field strengths. © 2024 The Author(s). NMR in Biomedicine published by John Wiley & Sons Ltd.",Bloch–Siegert shift; low-field MRI; RF coils; RF encoded MRI,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85202064327
"Hardy, B.M.; Drake, G.; Chai, S.; Dhakal, B.; Martin, J.B.; Xu, J.; Does, M.D.; Anderson, A.W.; Yan, X.; Gore, J.C.","Hardy, Benjamin M. (57211951776); Drake, Gary (57222531014); Chai, Shuyang (57879346400); Dhakal, Bibek (58067217500); Martin, Jonathan B. (57613540200); Xu, Junzhong (16242884900); Does, Mark D. (7003754525); Anderson, Adam W. (7403369918); Yan, Xinqiang (56079070000); Gore, John C. (7202242633)",57211951776; 57222531014; 57879346400; 58067217500; 57613540200; 16242884900; 7003754525; 7403369918; 56079070000; 7202242633,A cryogenic tune and match circuit for magnetic resonance microscopy at 15.2T,2024,Journal of Magnetic Resonance Open,18,,100147,,,1,10.1016/j.jmro.2024.100147,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185522642&doi=10.1016%2Fj.jmro.2024.100147&partnerID=40&md5=6aaf1f9df0062fe047c876492f7305b1,"Background and Significance: Achievable signal to noise ratios (SNR) in magnetic resonance microscopy images are limited by acquisition times and the decreasing number of spins in smaller voxels. A common method of enhancing SNR is to cool the RF receiver coil. Significant SNR gains are realized only when the Johnson noise generated within the RF hardware is large compared to the electromagnetic noise produced by the sample. Cryogenic cooling of imaging probes is in common use in high field systems, but it is difficult to insulate a sample from the extreme temperatures involved and in practice imaging cryoprobes have been limited to surface or partial volume designs only. In order to use a solenoid in which the windings were not directly cooled and in close proximity to the sample, we designed a chamber to cool only the tune and match circuitry and show experimentally it is possible to achieve much of the theoretically available SNR gain. Methods: A microcoil circuit consisting of two tuning capacitors, one fixed capacitor, and SMB coaxial cable was designed to resonate at 650 MHz for imaging on a Bruker 15.2 T scanner. Sample noise increases with the sample diameter, so surface loops and solenoids of varying diameters were tested on the bench to determine the largest diameter coil that demonstrated significant SNR gains from cooling. A liquid N<inf>2</inf> cryochamber was designed to cool the tune and match circuit, coaxial cable, and connectors, while leaving the RF coil in ambient air. As the cryochamber was filled with liquid N<inf>2</inf>, quality factors were measured on the bench while monitoring the coil's surface temperature. Improvements of SNR on images of ionic solutions were demonstrated via cooling the tune and match circuit in the magnet bore. Results: At 650 MHz, loops and solenoids < 3 mm in diameter showed significant improvements in quality factor on the bench. The resistance of the variable capacitors and the coaxial cable were measured to be 45% and 32% of room temperature values near the Larmor frequency. Images obtained with a 2 turn, 3 mm diameter loop with the matching circuit at room temperature and then cooled with liquid nitrogen demonstrated SNR improvements of a factor of 2. Conclusions: By cooling the tune and match circuit and leaving the surface loop in ambient air, SNR was improved by a factor of 2. The results are significant because it allows for more space to insulate the sample from the extreme temperatures used in imaging cryoprobes. © 2024",Cryogenics; Microcoils; Microscopy; Microstructure; Ultra-high field,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85185522642
"Hardy, B.M.; Zhu, Y.; Harkins, K.D.; Dhakal, B.; Martin, J.B.; Xie, J.; Xu, J.; Does, M.D.; Anderson, A.; Gore, J.C.","Hardy, Benjamin M. (57211951776); Zhu, Yue (58066417700); Harkins, Kevin D. (24512293000); Dhakal, Bibek (58067217500); Martin, Jonathan B. (57613540200); Xie, Jingping (7402994485); Xu, Junzhong (16242884900); Does, Mark D. (7003754525); Anderson, Adam W. (7403369918); Gore, John C. (7202242633)",57211951776; 58066417700; 24512293000; 58067217500; 57613540200; 7402994485; 16242884900; 7003754525; 7403369918; 7202242633,Experimental demonstration of diffusion limitations on resolution and SNR in MR microscopy,2023,Journal of Magnetic Resonance,352,,107479,,,2,10.1016/j.jmr.2023.107479,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161284273&doi=10.1016%2Fj.jmr.2023.107479&partnerID=40&md5=559c3635eb20f651271bdc01dbebce97,"Purpose: MR microscopy is in principle capable of producing images at cellular resolution (<10 µm), but various factors limit the quality achieved in practice. A recognized limit on the signal to noise ratio and spatial resolution is the dephasing of transverse magnetization caused by diffusion of spins in strong gradients. Such effects may be reduced by using phase encoding instead of frequency encoding read-out gradients. However, experimental demonstration of the quantitative benefits of phase encoding are lacking, and the exact conditions in which it is preferred are not clearly established. We quantify the conditions where phase encoding outperforms a readout gradient with emphasis on the detrimental effects of diffusion on SNR and resolution. Methods: A 15.2 T Bruker MRI scanner, with 1 T/m gradients, and micro solenoid RF coils < 1 mm in diameter, were used to quantify diffusion effects on resolution and the signal to noise ratio of frequency and phase encoded acquisitions. Frequency and phase encoding's spatial resolution and SNR per square root time were calculated and measured for images at the diffusion limited resolution. The point spread function was calculated and measured for phase and frequency encoding using additional constant time phase gradients with voxels 3–15 µm in dimension. Results: The effect of diffusion during the readout gradient on SNR was experimentally demonstrated. The achieved resolutions of frequency and phase encoded acquisitions were measured via the point-spread-function and shown to be lower than the nominal resolution. SNR per square root time and actual resolution were calculated for a wide range of maximum gradient amplitudes, diffusion coefficients, and relaxation properties. The results provide a practical guide on how to choose between phase encoding and a conventional readout. Images of excised rat spinal cord at 10 µm × 10 µm in-plane resolution demonstrate phase encoding's benefits in the form of higher measured resolution and higher SNR than the same image acquired with a conventional readout. Conclusion: We provide guidelines to determine the extent to which phase encoding outperforms frequency encoding in SNR and resolution given a wide range of voxel sizes, sample, and hardware properties. © 2023 Elsevier Inc.",Diffusion; Microcoils; Microscopy; Microstructure; Ultra-High Field,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85161284273
"Martin, J.B.; Srinivas, S.A.; Vaughn, C.E.; Sun, H.; Griswold, M.A.; Grissom, W.A.","Martin, Jonathan B. (57613540200); Srinivas, Sai Abitha (57219639202); Vaughn, Christopher E. (57219644862); Sun, Heng (59802923000); Griswold, Mark A. (7102709865); Grissom, William A. (14422072600)",57613540200; 57219639202; 57219644862; 59802923000; 7102709865; 14422072600,Selective excitation localized by the Bloch–Siegert shift and a B1+ gradient,2022,Magnetic Resonance in Medicine,88,3,,1081,1097,10,10.1002/mrm.29271,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128733890&doi=10.1002%2Fmrm.29271&partnerID=40&md5=b0aca8b1d7bdfea63dd3402cc4c21c40,"Purpose: To perform (Formula presented.) -selective excitation using the Bloch–Siegert shift for spatial localization. Theory and Methods: A (Formula presented.) -selective excitation is produced by an radiofrequency (RF) pulse consisting of two summed component pulses: an off-resonant pulse that induces a (Formula presented.) -dependent Bloch–Siegert frequency shift and a frequency-selective excitation pulse. The passband of the pulse can be tailored by adjusting the frequency content of the frequency-selective pulse, as in conventional (Formula presented.) gradient-localized excitation. Fine magnetization profile control is achieved by using the Shinnar–Le Roux algorithm to design the frequency-selective excitation pulse. Simulations analyzed the pulses' robustness to off-resonance, their suitability for multi-echo spin echo pulse sequences, and how their performance compares to that of rotating-frame selective excitation pulses. The pulses were evaluated experimentally on a 47.5 mT MRI scanner using an RF gradient transmit coil. Multiphoton resonances produced by the pulses were characterized and their distribution across (Formula presented.) predicted. Results: With correction for varying (Formula presented.) across the desired profile, the proposed pulses produced selective excitation with the specified profile characteristics. The pulses were robust against off-resonance and RF amplifier distortion, and suitable for multi-echo pulse sequences. Experimental profiles closely matched simulated patterns. Conclusion: The Bloch–Siegert shift can be used to perform (Formula presented.) -gradient-free selective excitation, enabling the excitation of slices or slabs in RF gradient-encoded MRI. © 2022 International Society for Magnetic Resonance in Medicine.",Bloch–Siegert shift; low-field MRI; multiphoton; RF pulse design; RF-encoded MRI; selective RF excitation,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85128733890
